Opening,YYYYMM,Count
Barnes Defense,201302,57.0
Scandinavian Defense: Gubinsky-Melts Defense,201302,129.0
"Sicilian Defense: French Variation, Open",201302,59.0
Pirc Defense #4,201302,1004.0
French Defense #2,201302,689.0
Vienna Game,201302,288.0
Nimzowitsch Defense,201302,415.0
Rat Defense: Small Center Defense,201302,613.0
Italian Game: Giuoco Pianissimo,201302,175.0
Alekhine Defense: Brooklyn Variation,201302,13.0
Queen's Pawn,201302,922.0
Philidor Defense #2,201302,1501.0
Italian Game,201302,694.0
French Defense: King's Indian Attack,201302,279.0
English Opening: King's English Variation,201302,294.0
Queen's Gambit Accepted: Rosenthal Variation,201302,52.0
Indian Game: Tartakower Attack,201302,73.0
Semi-Slav Defense: Anti-Moscow Gambit,201302,6.0
"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation",201302,179.0
"Englund Gambit Declined, Reversed French",201302,302.0
Four Knights Game,201302,144.0
French Defense: Tarrasch Variation,201302,47.0
Bishop's Opening: Boi Variation,201302,450.0
Indian Game: Wade-Tartakower Defense,201302,43.0
Semi-Slav Defense: Botvinnik Variation,201302,4.0
Elephant Gambit,201302,232.0
"St. George Defense: New St. George, Traditional Line",201302,
"Queen's Gambit Refused: Chigorin Defense, Janowski Variation",201302,45.0
Nimzowitsch Defense: Kennedy Variation,201302,41.0
Sicilian Defense: Delayed Alapin Variation,201302,108.0
"Bishop's Opening: Vienna Hybrid, Spielmann Attack",201302,57.0
Scotch Game: Classical Variation,201302,187.0
King's Pawn Game: Damiano Defense,201302,280.0
Ruy Lopez: Steinitz Defense,201302,833.0
Queen's Pawn Game,201302,1436.0
Queen's Gambit Accepted: Showalter Variation,201302,31.0
Queen's Pawn Game: Zukertort Variation,201302,986.0
Owen Defense: Smith Gambit,201302,49.0
Benoni Defense: Benoni Gambit Accepted,201302,257.0
Sicilian Defense: Staunton-Cochrane Variation,201302,538.0
Blackmar-Diemer Gambit: Gedult Gambit,201302,34.0
Vienna Game: Max Lange Defense,201302,69.0
Old Indian Defense,201302,264.0
Canard Opening,201302,66.0
"Russian Game: Modern Attack, Center Variation",201302,5.0
"King's Gambit Accepted, MacLeod Defense",201302,227.0
Queen's Pawn Game: Anglo-Slav Opening,201302,59.0
"Nimzowitsch Defense: Kennedy Variation, Keres Attack",201302,11.0
Zukertort Opening: Reversed Mexican Defense,201302,95.0
Zukertort Opening: Sicilian Invitation,201302,197.0
"French Defense: Winawer Variation, Fingerslip Variation",201302,23.0
"Queen's Gambit Accepted: Central Variation, Greco Variation",201302,72.0
"Caro-Kann Defense: Exchange Variation, Rubinstein Variation",201302,7.0
"King's Gambit Declined, Queen's Knight Defense",201302,280.0
Queen's Gambit Declined: Alekhine Variation,201302,2.0
"Sicilian Defense: O'Kelly Variation, Normal System",201302,17.0
Zukertort Opening: Nimzo-Larsen Variation,201302,5.0
Center Game Accepted,201302,98.0
Ruy Lopez: Berlin Defense #2,201302,281.0
"Alekhine Defense: Scandinavian Variation, Geschev Gambit",201302,23.0
Sicilian Defense: Closed Variation,201302,206.0
"Queen's Gambit Declined: Harrwitz Attack, Orthodox Defense",201302,5.0
"Gruenfeld Defense: Russian Variation, Accelerated Variation",201302,1.0
"English Opening: Anglo-Scandinavian Defense, Schulz Gambit",201302,5.0
Slav Defense #2,201302,227.0
Slav Defense #3,201302,89.0
Catalan Opening: Closed Variation,201302,26.0
Russian Game: Urusov Gambit,201302,381.0
English Opening: Agincourt Defense,201302,233.0
"Queen's Gambit Accepted: Central Variation, Modern Defense",201302,37.0
Philidor Defense #4,201302,171.0
"Ruy Lopez: Exchange Variation, Lutikov Variation",201302,66.0
"Vienna Game: Stanley Variation, Three Knights Variation",201302,33.0
Caro-Kann Defense: Advance Variation,201302,405.0
Sicilian Defense: Old Sicilian,201302,1040.0
Bird Opening,201302,709.0
Three Knights Opening #2,201302,97.0
King's Pawn Game: Wayward Queen Attack,201302,1311.0
"Pirc Defense: Classical Variation, Quiet System",201302,7.0
"English Opening: Symmetrical Variation, Three Knights Variation",201302,
Sicilian Defense: Delayed Alapin,201302,117.0
"King's Gambit Accepted, Schallopp Defense",201302,98.0
French Defense: Queen's Knight,201302,232.0
King's Pawn Game: Tayler Opening,201302,64.0
French Defense: Steinitz Attack,201302,294.0
Queen's Gambit Refused: Albin Countergambit,201302,100.0
King's Indian Defense,201302,70.0
King's Pawn Game: Leonardis Variation,201302,1064.0
King's Pawn Game: Busch-Gass Gambit,201302,466.0
"Italian Game: Two Knights Defense, Knight Attack",201302,47.0
Alekhine Defense: Scandinavian Variation,201302,146.0
Caro-Kann Defense: Hillbilly Attack,201302,244.0
Semi-Slav Defense: Accelerated Move Order,201302,187.0
"Ruy Lopez Defense, Halloween Attack",201302,
Bishop's Opening,201302,1712.0
Queen's Gambit Refused: Chigorin Defense #3,201302,64.0
"Alekhine Defense: Modern Variation, Schmid Variation",201302,9.0
English Opening: Symmetrical Variation,201302,142.0
Queen's Pawn Game #3,201302,386.0
"Italian Game: Classical Variation, La Bourdonnais Variation",201302,17.0
Alekhine Defense: Two Pawn Attack,201302,41.0
Borg Defense,201302,64.0
"King's Gambit Accepted, King's Knight Gambit",201302,206.0
Russian Game: Three Knights Game,201302,415.0
French Defense: Classical Variation,201302,14.0
Queen's Pawn Game: Mason Attack,201302,868.0
Alekhine Defense: Maroczy Variation,201302,100.0
Franco-Benoni Defense,201302,139.0
King's Pawn Game: King's Head Opening #2,201302,74.0
Queen's Pawn Game: Krause Variation,201302,131.0
Zukertort Opening: Tennison Gambit,201302,326.0
Queen's Pawn Game: Symmetrical Variation,201302,150.0
"English Opening: King's English Variation, Reversed Closed Sicilian",201302,59.0
Sicilian Defense: Smith-Morra Gambit Deferred,201302,14.0
French Defense: Rubinstein Variation,201302,128.0
"Scotch Game: Scotch Gambit, Dubois Reti Defense",201302,27.0
Four Knights Game: Spanish Variation,201302,144.0
Mieses Opening: Reversed Rat,201302,188.0
Scotch Game: Haxo Gambit,201302,68.0
Nimzo-Indian Defense #2,201302,90.0
Dutch Defense,201302,282.0
Sicilian Defense: Marshall Counterattack,201302,55.0
"Queen's Pawn Opening: Veresov Attack, Irish Gambit",201302,53.0
Nimzo-Indian Defense: Three Knights Variation,201302,21.0
Sicilian Defense: Morphy Gambit,201302,30.0
Queen's Pawn Game: Levitsky Attack,201302,193.0
Sicilian Defense: Closed,201302,110.0
"Alekhine Defense: Two Pawn Attack, Lasker Variation",201302,38.0
"Queen's Pawn Game: Levitsky Attack, Welling Variation",201302,2.0
"English Opening: King's English Variation, Reversed Sicilian",201302,242.0
"King's Gambit Accepted, Modern Defense",201302,39.0
Hungarian Opening,201302,1372.0
Torre Attack #2,201302,102.0
Sicilian Defense: Classical Variation,201302,58.0
"Queen's Pawn Opening: Veresov, Richter Attack",201302,48.0
"Sicilian Defense: Scheveningen Variation, Classical Variation",201302,22.0
Saragossa Opening,201302,568.0
"Sicilian Defense: Accelerated Dragon, Modern Variation",201302,74.0
Latvian Gambit Accepted,201302,127.0
Tarrasch Defense: Two Knights Variation,201302,7.0
Three Knights Opening: Steinitz Defense,201302,9.0
Queen's Pawn Game: Chigorin Variation,201302,1821.0
Slav Defense: Alekhine Variation,201302,11.0
Old Benoni Defense #2,201302,77.0
Benoni Defense,201302,19.0
Alekhine Defense: Normal Variation,201302,72.0
Scandinavian Defense: Blackburne-Kloosterboer Gambit,201302,18.0
Benoni Defense: King's Pawn Line,201302,45.0
Bird Opening: Dutch Variation,201302,473.0
Russian Game: Damiano Variation,201302,120.0
Sicilian Defense: Wing Gambit,201302,95.0
"French Defense: Winawer Variation, Winckelmann-Riemer Gambit",201302,14.0
Indian Game: Budapest Defense,201302,76.0
"King's Indian Defense: Normal Variation, King's Knight Variation",201302,95.0
Zukertort Opening: Black Mustang Defense,201302,127.0
Queen's Gambit Declined: Traditional Variation,201302,33.0
Reti Opening: Reti Accepted,201302,53.0
"Italian Game: Giuoco Pianissimo, Normal",201302,225.0
English Opening: Agincourt Defense #3,201302,35.0
Ruy Lopez: Nuernberg Variation,201302,41.0
Nimzo-Indian Defense: Normal Variation,201302,4.0
"Ruy Lopez: Marshall Attack, Steiner Variation",201302,21.0
"King's Gambit Accepted, Stamma Gambit",201302,51.0
Danish Gambit,201302,300.0
Center Game: Normal Variation,201302,485.0
Englund Gambit Complex: Soller Gambit,201302,31.0
Dutch Defense: Queen's Knight Variation,201302,114.0
"French Defense: Advance Variation, Main Line",201302,20.0
Philidor Defense: Morphy Gambit,201302,39.0
Ruy Lopez,201302,246.0
Ruy Lopez: Exchange Variation,201302,196.0
"King's Gambit Declined, Keene Defense",201302,36.0
Scotch Game: Malaniuk Variation,201302,21.0
Gruenfeld Defense: Exchange Variation,201302,40.0
Van Geet Opening: Reversed Nimzowitsch,201302,94.0
French Defense: Steiner Variation,201302,115.0
"Sicilian Defense: Canal Attack, Main Line",201302,108.0
"Alekhine Defense: Modern Variation, Alburt Variation",201302,2.0
"Ruy Lopez: Morphy Defense, Modern Steinitz Defense",201302,15.0
Polish Opening,201302,332.0
Catalan Opening: Open Defense,201302,10.0
"King's Gambit Accepted, Bishop's Gambit, Bogoljubov Variation",201302,4.0
Philidor Defense: Exchange Variation,201302,217.0
"Ruy Lopez: Schliemann Defense, Exchange Variation",201302,5.0
"Four Knights Game: Italian Variation, Noa Gambit",201302,31.0
"Queen's Gambit Accepted: Normal Variation, Traditional System",201302,19.0
King's Knight Opening: Normal Variation,201302,578.0
Ware Defense,201302,48.0
Latvian Gambit: Greco Variation,201302,3.0
"Modern Defense: Averbakh System, Kotov Variation",201302,10.0
Sicilian Defense: Najdorf Variation,201302,97.0
Reti Opening: Advance Variation,201302,39.0
Budapest Defense: Adler Variation,201302,51.0
"Caro-Kann Defense: Advance Variation, Short Variation",201302,129.0
King's Gambit Accepted: Modern Defense #2,201302,43.0
Queen's Gambit,201302,144.0
"Ruy Lopez: Berlin Defense, Beverwijk Variation",201302,59.0
"Nimzo-Indian Defense: Normal Variation, Ragozin Variation",201302,22.0
Nimzo-Larsen Attack: Modern Variation #3,201302,127.0
"Queen's Gambit Refused: Albin Countergambit, Fianchetto Variation",201302,1.0
Rat Defense: English Rat,201302,36.0
Italian Game: Schilling-Kostic Gambit,201302,266.0
Scotch Game: Scotch Gambit,201302,120.0
"Ruy Lopez: Open Variations, Dilworth Variation",201302,
Scotch Game: Mieses Variation,201302,16.0
"Italian Game: Two Knights Defense, Max Lange Attack",201302,16.0
Latvian Gambit,201302,82.0
Latvian Gambit: Mason Countergambit,201302,11.0
"Nimzowitsch Defense: Scandinavian Variation, Bogoljubov Variation, Heinola-Deppe Gambit",201302,4.0
"Nimzowitsch Defense: Scandinavian Variation, Advance Variation",201302,282.0
"King's Gambit Accepted, Fischer Defense",201302,171.0
"King's Gambit Accepted, Bishop's Gambit",201302,55.0
Philidor Defense: Hanham Variation,201302,52.0
"French Defense: Classical Variation, Steinitz Variation",201302,56.0
"French Defense: Tarrasch Variation, Closed Variation, Main Line",201302,5.0
Ponziani Opening,201302,195.0
Sicilian Defense: Franco-Sicilian Variation,201302,84.0
Paleface Attack,201302,63.0
Scotch Game: Meitner Variation,201302,
"Queen's Pawn Game: Veresov Attack, Classical Defense",201302,67.0
Polish Defense,201302,125.0
Philidor Defense,201302,628.0
English Opening: Great Snake Variation,201302,126.0
English Opening: Agincourt Defense #2,201302,27.0
Caro-Kann Defense: Breyer Variation,201302,84.0
King's Knight Opening,201302,279.0
Center Game,201302,116.0
Blackmar-Diemer Gambit,201302,96.0
Sicilian Defense #2,201302,150.0
Modern Defense: Mongredien Defense #2,201302,55.0
Scotch Game: Schmidt Variation,201302,117.0
King's Indian Defense: 3.Nc3,201302,3.0
Hungarian Opening: Reversed Modern Defense,201302,68.0
Van Geet Opening: Gruenfeld Defense,201302,9.0
French Defense: Two Knights Variation,201302,133.0
Center Game: Paulsen Attack Variation,201302,71.0
"Queen's Pawn Game: Veresov Attack, Alburt Defense",201302,80.0
King's Gambit Declined: Keene's Defense #2,201302,29.0
"Queen's Gambit Refused: Chigorin Defense, Exchange Variation",201302,68.0
Hippopotamus Defense #2,201302,14.0
Philidor Defense: Exchange Variation #3,201302,118.0
"Danish Gambit Accepted, Chigorin Defense",201302,18.0
"French Defense: Winawer Variation, Advance Variation #3",201302,2.0
Rat Defense: Harmonist,201302,109.0
"Alekhine Defense: Four Pawns Attack, Trifunovic Variation",201302,12.0
"King's Gambit Declined: Classical, Soldatenkov Variation",201302,3.0
Ruy Lopez: Bird Variation,201302,191.0
Petrov's Defense #2,201302,130.0
Queen's Gambit Refused: Chigorin Defense,201302,104.0
Indian Game: East Indian Defense,201302,113.0
"Queen's Gambit Declined: Semi-Tarrasch Defense, Pillsbury Variation",201302,25.0
"Nimzowitsch Defense: Kennedy Variation, Main Line",201302,6.0
Sicilian Defense: Myers Attack #2,201302,3.0
"King's Pawn Game: Wayward Queen Attack, Kiddie Countergambit",201302,250.0
"Ruy Lopez: Open Variations, Bernstein Variation",201302,6.0
Queen's Pawn Game: Colle System,201302,241.0
Ruy Lopez: Schliemann Defense,201302,11.0
Slav Defense: Quiet Variation,201302,29.0
Philidor Defense: Philidor Countergambit,201302,19.0
Caro-Kann Defense: Classical Variation,201302,73.0
Pirc Defense,201302,92.0
Goldsmith Defense,201302,47.0
Alekhine Defense: The Squirrel,201302,10.0
"English Opening: Symmetrical Variation, Normal Variation",201302,95.0
"Caro-Kann Defense: Panov Attack, Modern Defense, Mieses Line",201302,24.0
Colle System,201302,216.0
"Caro-Kann Defense: Advance Variation, Botvinnik-Carls Defense",201302,26.0
French Defense: Mediterranean Defense,201302,131.0
"King's Gambit, Falkbeer Countergambit Accepted",201302,14.0
King's Pawn Game: Maroczy Defense,201302,229.0
King's Pawn Game: Macleod Attack,201302,199.0
Ware Opening,201302,57.0
Zukertort Opening: Pirc Invitation,201302,101.0
Pirc Defense: Classical Variation,201302,140.0
Sicilian Defense: Grand Prix Attack,201302,28.0
"Sicilian Defense: Closed Variation, Fianchetto Variation",201302,42.0
Ruy Lopez: Classical Variation,201302,252.0
Queen's Gambit Declined: Modern Variation,201302,75.0
Slav Defense,201302,280.0
"Sicilian Defense: Smith-Morra Gambit Accepted, Paulsen Formation",201302,4.0
Queen's Pawn Game: Anti-Torre,201302,174.0
"Sicilian Defense: Smith-Morra Gambit Declined, Push Variation",201302,7.0
Queen's Indian Accelerated,201302,38.0
English Opening: Anglo-Scandinavian Defense,201302,255.0
Polish Opening: Czech Defense,201302,41.0
"Queen's Gambit Declined: Semi-Tarrasch Defense, Exchange Variation",201302,5.0
"Nimzowitsch Defense: Scandinavian Variation, Exchange Variation, Marshall Gambit",201302,55.0
"Sicilian Defense: Closed Variation, Traditional",201302,215.0
"French Defense: MacCutcheon, Advance Variation",201302,2.0
Philidor Defense: Exchange Variation #2,201302,316.0
Kadas Opening,201302,70.0
Italian Game: Hungarian Defense,201302,113.0
"Queen's Pawn Game: Torre Attack, Gossip Variation",201302,8.0
"Vienna Game: Stanley Variation, Reversed Spanish",201302,70.0
King's Pawn Game: Nimzowitsch Defense,201302,162.0
King's Pawn Game: Mengarini's Opening,201302,66.0
"King's Gambit Accepted, Bishop's Gambit, Maurian Defense",201302,14.0
Alekhine Defense: Krejcik Variation,201302,22.0
"Sicilian Defense: Lasker-Pelikan Variation, Retreat Variation",201302,22.0
Modern Defense: Standard Defense,201302,46.0
English Opening: Caro-Kann Defensive System,201302,93.0
Hungarian Opening: Catalan Formation,201302,196.0
"Danish Gambit Accepted, Classical Defense",201302,39.0
King's Pawn Game: Napoleon Attack,201302,364.0
"Italian Game: Two Knights Defense, Knight Attack, Normal Variation",201302,110.0
Pirc Defense #2,201302,88.0
Indian Game: Anti-Nimzo-Indian,201302,46.0
"English Opening: Symmetrical Variation, Two Knights Variation",201302,46.0
Queen's Gambit Accepted: Deferred Variation,201302,7.0
Sicilian Defense: Lasker-Dunne Attack,201302,68.0
Reti Opening,201302,131.0
Scandinavian Defense: Boehnke Gambit,201302,59.0
"King's Indian Defense: Normal Variation, Rare Defenses",201302,39.0
Sicilian Defense: Snyder Variation,201302,85.0
Dutch Defense: Classical Variation,201302,25.0
Grob Opening,201302,118.0
French Defense: Burn Variation,201302,8.0
Semi-Bononi,201302,24.0
"Queen's Gambit Declined: Modern Variation, Normal Line",201302,64.0
Englund Gambit Complex Declined,201302,144.0
Queen's Pawn Game: Stonewall Attack,201302,85.0
Modern Defense: Averbakh Variation,201302,45.0
"Neo-Gruenfeld Defense: Classical Variation, Original Defense",201302,5.0
"Queen's Gambit Declined: Modern Variation, Heral Variation",201302,7.0
Queen's Gambit Declined: 4.Bg5 Be7,201302,93.0
Nimzo-Indian Defense,201302,54.0
Slav Defense: Exchange Variation,201302,167.0
Alekhine Defense: Mokele Mbembe,201302,53.0
"Nimzowitsch Defense: Kennedy Variation, de Smet Gambit",201302,17.0
"Ruy Lopez: Closed Variations, Chigorin Defense",201302,3.0
Blackmar-Diemer Gambit: Rasa-Studier Gambit,201302,5.0
"English Opening: Symmetrical Variation, Hedgehog Defense",201302,8.0
"Queen's Gambit Accepted: Central Variation, Rubinstein Defense",201302,10.0
Portuguese Opening,201302,68.0
Hungarian Opening: Slav Formation,201302,207.0
Budapest Defense,201302,23.0
Ponziani Opening: Jaenisch Counterattack,201302,173.0
Gruenfeld Defense,201302,32.0
Russian Game: Cozio (Lasker) Attack,201302,55.0
St. George Defense,201302,323.0
King's Indian Defense: Orthodox Variation,201302,32.0
"Danish Gambit Accepted, Copenhagen Defense",201302,39.0
"Sicilian Defense: Modern Variations, Tartakower",201302,37.0
Latvian Gambit: Clam Gambit,201302,7.0
Queen's Gambit Accepted: Accelerated Mannheim Variation,201302,33.0
"Italian Game: Classical Variation, Albin Gambit",201302,52.0
"King's Gambit Accepted, Cunningham Defense",201302,79.0
Nimzowitsch Defense: Neo-Mongoloid Defense,201302,2.0
Sicilian Defense: Open #2,201302,91.0
Lasker Simul Special,201302,2.0
Sicilian Defense: Open #3,201302,144.0
Richter-Veresov Attack,201302,72.0
French Defense: Marshall Variation,201302,52.0
French Defense,201302,52.0
Slav Defense: Three Knights Variation,201302,104.0
Hungarian Opening: Indian Defense,201302,84.0
"Italian Game: Two Knights Defense, Polerio Defense, Bishop Check Line",201302,65.0
Petrov's Defense,201302,248.0
Caro-Kann Defense: Exchange Variation,201302,326.0
Indian Game: West Indian Defense,201302,55.0
Zukertort Opening: Old Indian Attack,201302,45.0
"Queen's Gambit Refused: Chigorin Defense, Tartakower Gambit",201302,2.0
Bird Opening: From's Gambit,201302,84.0
"Scotch Game: Goering Gambit, Double Pawn Sacrifice",201302,39.0
Vienna Game: Mengarini Variation,201302,34.0
Pirc Defense: Austrian Attack,201302,6.0
Zukertort Opening: Slav Invitation,201302,41.0
"Philidor Defense: Nimzowitsch Variation, Klein Variation",201302,21.0
"Sicilian Defense: Modern Variations, Main Line",201302,39.0
Queen's Gambit Declined: Orthodox Defense,201302,17.0
Modern Defense: Three Pawns Attack,201302,88.0
"Pirc Defense: Austrian Attack, Weiss Variation",201302,25.0
Queen's Gambit Declined: Three Knights Variation,201302,163.0
"Four Knights Game: Spanish Variation, Classical Variation",201302,82.0
"Ruy Lopez: Morphy Defense, Caro Variation",201302,74.0
Nimzowitsch Defense: Franco-Nimzowitsch Variation,201302,115.0
"French Defense: Classical Variation, Burn Variation, Main Line",201302,
Queen's Gambit Accepted: Gunsberg Defense,201302,6.0
King's Gambit Declined: Falkbeer Countergambit,201302,31.0
Nimzowitsch Defense: Pseudo-Spanish Variation,201302,58.0
Italian Game: Two Knights Defense,201302,118.0
Trompowsky Attack: Classical Defense,201302,17.0
"English Opening: Anglo-Indian Defense, Hedgehog System",201302,52.0
"Sicilian Defense: Dragon Variation, Classical Variation #2",201302,2.0
Blumenfeld Countergambit #2,201302,30.0
Slav Defense: Chameleon Variation,201302,17.0
"Queen's Pawn Game: Symmetrical Variation, Pseudo-Catalan",201302,187.0
"Gruenfeld Defense: Exchange Variation, Modern Exchange Variation",201302,24.0
"Sicilian Defense: Najdorf Variation, English Attack, Anti-English",201302,1.0
King's Indian Attack: French Variation,201302,30.0
Kangaroo Defense,201302,33.0
King's Indian Defense: Smyslov Variation,201302,23.0
Budapest Defense: Rubinstein Variation,201302,14.0
King's Indian Attack: Symmetrical Defense,201302,24.0
"King's Gambit Accepted, Rosentreter Gambit",201302,14.0
"French Defense: Alekhine-Chatard Attack, Breyer Variation",201302,2.0
Indian Game: Pawn Push Variation,201302,73.0
Scandinavian Defense: Kloosterboer Gambit,201302,25.0
Slav Defense: Soultanbeieff Variation,201302,3.0
Semi-Slav Defense: Main Line,201302,157.0
King's Pawn Game: Gunderam Gambit,201302,40.0
Center Game: Kieseritzky Variation #4,201302,24.0
"Sicilian Defense: Paulsen Variation, Bastrikov Variation, English Attack",201302,3.0
French Defense: Winawer Variation,201302,13.0
"English Opening: Symmetrical Variation, Fianchetto Variation",201302,55.0
Queen's Gambit Declined: Vienna Variation,201302,49.0
London System,201302,23.0
Caro-Kann Defense: Gurgenidze System,201302,9.0
Neo-Gruenfeld Defense: Classical Variation,201302,2.0
Italian Game: Classical Variation #2,201302,138.0
Ruy Lopez: Berlin Defense,201302,21.0
"Italian Game: Two Knights Defense, Fried Liver Attack",201302,95.0
Hungarian Opening: Symmetrical Variation,201302,138.0
King's Pawn Game: King's Head Opening,201302,11.0
King's Knight Opening: Konstantinopolsky,201302,43.0
Indian Game: Seirawan Attack,201302,17.0
"French Defense: Exchange Variation, Monte Carlo Variation",201302,107.0
"Scotch Game: Scotch Gambit, Advance Variation",201302,30.0
Scotch Game: Lolli Variation,201302,40.0
Guatemala Defense,201302,9.0
"Nimzowitsch Defense: Scandinavian Variation, Exchange Variation",201302,144.0
Slav Defense: Modern Line,201302,100.0
"Pirc Defense: Classical Variation, Schlechter Variation",201302,7.0
"Gruenfeld Defense: Russian Variation, Szabo (Boleslavsky)",201302,
Queen's Gambit Declined: Tartakower Defense,201302,6.0
"French Defense: Winawer Variation, Delayed Exchange Variation",201302,22.0
"Caro-Kann Defense: Classical Variation, Main Line",201302,21.0
Blackmar-Diemer Gambit: Zeller Defense,201302,23.0
Queen's Gambit Accepted: Classical Defense,201302,1.0
Bishop's Opening: Urusov Gambit,201302,1.0
"Sicilian Defense: Accelerated Dragon, Maroczy Bind",201302,45.0
Sicilian Defense: Hyperaccelerated Fianchetto,201302,58.0
King's Pawn Opening: 2.b3,201302,113.0
Scandinavian Defense: Classical Variation,201302,10.0
Hungarian Opening: Reversed Alekhine,201302,7.0
King's Pawn Game: Dresden Opening,201302,109.0
Scotch Game: Ghulam-Kassim Variation,201302,4.0
Queen's Gambit Declined: Charousek (Petrosian) Variation,201302,7.0
"Queen's Gambit Declined: Exchange Variation, Positional Variation #2",201302,52.0
English Opening: Carls-Bremen System,201302,47.0
King's Indian Attack,201302,114.0
"Queen's Gambit Declined: Orthodox Defense, Botvinnik Variation",201302,15.0
"Sicilian Defense: Accelerated Dragon, Modern Bc4 Variation",201302,17.0
Four Knights Game: Scotch Variation,201302,73.0
Anderssen Opening,201302,102.0
Barnes Opening: Walkerling,201302,8.0
"Scandinavian Defense: Main Line, Mieses Variation",201302,162.0
Four Knights Game: Gunsberg Variation,201302,85.0
King's Gambit: Panteldakis Countergambit,201302,28.0
Tarrasch Defense,201302,24.0
"Italian Game: Two Knights Defense, Ulvestad Variation",201302,2.0
Nimzo-Larsen Attack: Indian Variation,201302,65.0
Vienna Game: Anderssen Defense,201302,107.0
"Old Indian: Czech Variation, with Nc3",201302,3.0
"French Defense: Winawer Variation, Advance Variation",201302,18.0
Queen's Gambit Declined: Lasker Defense,201302,7.0
Sicilian Defense: Kalashnikov Variation,201302,43.0
Bird Opening: Williams Gambit,201302,19.0
Zukertort Opening: Ross Gambit,201302,55.0
Blackmar-Diemer Gambit: von Popiel Gambit,201302,10.0
Zukertort Opening: Lisitsyn Gambit,201302,4.0
French Defense: Advance Variation #4,201302,132.0
"Ruy Lopez: Morphy Defense, Modern Steinitz Defense #2",201302,16.0
King's Indian Defense: Zinnowitz Variation,201302,13.0
King's Indian Attack: Keres Variation #2,201302,10.0
"French Defense: Advance, Steinitz Variation",201302,33.0
Yusupov-Rubinstein System,201302,63.0
Trompowsky Attack,201302,64.0
Sicilian Defense: Open,201302,102.0
St. George Defense: Woodchuck Variation,201302,4.0
"King's Gambit Declined, Classical Variation",201302,71.0
Petrov: Modern Attack,201302,67.0
"Italian Game: Two Knights Defense, Fritz Variation",201302,36.0
"King's Gambit Declined, Mafia Defense",201302,10.0
"Sicilian Defense: Accelerated Dragon, Exchange Variation",201302,51.0
"Nimzowitsch Defense: Kennedy Variation, Paulsen Attack",201302,23.0
"English Opening: Anglo-Indian Defense, Queen's Knight Variation",201302,63.0
Carr Defense,201302,49.0
"Sicilian Defense: Nimzowitsch Variation, Advance Variation",201302,12.0
Elephant Gambit: Maroczy Gambit,201302,4.0
King's Indian Attack: Double Fianchetto,201302,1.0
Vienna Game: Falkbeer Variation,201302,86.0
Nimzo-Indian Defense: Classical Variation,201302,18.0
"Queen's Pawn Game: Veresov Attack, Shaviliuk Gambit",201302,15.0
"Queen's Gambit Refused: Chigorin Defense, Main Line",201302,22.0
Queen's Indian Defense: Kasparov Variation,201302,12.0
"English Opening: King's English Variation, Kramnik-Shirov Counterattack",201302,51.0
Queen's Pawn Game: Huebsch Gambit,201302,3.0
Bishop's Opening: Ponziani Gambit,201302,50.0
Gunderam Defense,201302,48.0
"Italian Game: Classical Variation, Greco Gambit, Greco Variation",201302,9.0
Ruy Lopez: Closed,201302,7.0
"Italian Game: Two Knights Defense, Traxler Counterattack, Knight Sacrifice Line",201302,42.0
Queen's Gambit Refused: Chigorin Defense #2,201302,100.0
Dutch Defense: Normal Variation,201302,28.0
Four Knights Game: Double Spanish,201302,38.0
"Nimzowitsch Defense: Scandinavian Variation, Bogoljubov Variation, Vehre Variation",201302,14.0
"Sicilian Defense: Paulsen Variation, American Attack",201302,5.0
"English Opening: King's English Variation, Two Knights Variation, Reversed Dragon",201302,23.0
Sicilian Defense: Paulsen-Basman Defense,201302,37.0
King's Pawn Game: Alapin Opening,201302,6.0
Benoni Defense: Hromadka System,201302,25.0
"Sicilian Defense: Alapin Variation, Barmen Defense",201302,12.0
Modern Defense: Bishop Attack,201302,35.0
Caro-Kann Defense #2,201302,35.0
Modern Defense: Standard Line,201302,65.0
Slav Defense: Czech Variation,201302,
Slav Defense: Modern,201302,29.0
"Ruy Lopez: Closed Variations, Kholmov Variation",201302,5.0
French Defense: Wing Gambit,201302,7.0
Indian Game: London System,201302,27.0
Old Indian Defense: Tartakower-Indian,201302,5.0
"English Opening: King's English Variation, Nimzowitsch Variation",201302,13.0
Benoni Defense: Benoni-Indian Defense,201302,27.0
"Queen's Gambit Refused: Baltic Defense, Pseudo-Chigorin",201302,5.0
Alekhine Defense: Exchange Variation,201302,31.0
Nimzo-Indian Defense: Leningrad Variation,201302,26.0
"French Defense: Advance Variation, Extended Bishop Swap",201302,5.0
Sicilian Defense: Accelerated Dragon,201302,70.0
"Englund Gambit Declined, Reversed Alekhine",201302,19.0
Modern Defense: Pseudo-Austrian Attack,201302,17.0
French Defense: Baeuerle Gambit,201302,
French Defense: Diemer-Duhm Gambit,201302,20.0
English Opening: Anglo-Lithuanian Variation,201302,32.0
Borg Defense: Borg Gambit,201302,22.0
"Pirc Defense: Classical Variation, Quiet System, Parma Defense",201302,1.0
"French Defense: Winawer Variation, Classical Variation",201302,1.0
Caro-Kann Defense: Panov Attack #2,201302,65.0
Sicilian Defense: Four Knights Variation,201302,90.0
Lemming Defense,201302,8.0
Reti Opening #2,201302,72.0
Alekhine Defense: Balogh Variation,201302,7.0
